,Suburb,Address,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Regionname
1658,Canterbury,55 Warburton Rd,3,h,1385000,S,9,2,1,1,444,221,-37.826,145.0734,Southern Metropolitan
1659,Canterbury,17 Irilbarra Rd,4,h,3400000,S,9,4,1,4,845,411,-37.8184,145.0702,Southern Metropolitan
1660,Canterbury,2/20 Margaret St,2,u,690500,SP,9,2,1,1,118,221,-37.8257,145.0856,Southern Metropolitan
1661,Canterbury,12a View St,3,h,1850000,PI,9,3,2,2,361,216,-37.8206,145.0785,Southern Metropolitan
1662,Canterbury,6/124 Canterbury Rd,2,u,736000,S,9,2,1,2,132,221,-37.8234,145.0731,Southern Metropolitan
1663,Canterbury,3/34 Faversham Rd,3,t,1843000,S,9,3,2,2,0,221,-37.8207,145.0854,Southern Metropolitan
1664,Canterbury,3/124 Canterbury Rd,2,u,685000,S,9,2,1,1,122,221,-37.8236,145.0729,Southern Metropolitan
1665,Canterbury,2A Erica St,2,h,1800000,VB,9,2,1,3,716,221,-37.8213,145.079,Southern Metropolitan
1666,Canterbury,1/29 Logan St,3,h,1800000,S,9,3,2,2,316,221,-37.8273,145.0786,Southern Metropolitan
1667,Canterbury,35 Myrtle Rd,4,h,3145000,S,9,4,2,2,796,276,-37.8266,145.072,Southern Metropolitan
1668,Canterbury,8 Avenue Athol,4,t,1742000,S,9,4,2,2,780,221,-37.8206,145.0678,Southern Metropolitan
1669,Canterbury,1/27 Maling Rd,4,t,1420000,S,9,3,2,2,278,221,-37.8273,145.0752,Southern Metropolitan
1670,Canterbury,2/46 Wattle Valley Rd,2,u,1016000,S,9,2,1,2,0,221,-37.8291,145.0826,Southern Metropolitan
1671,Carlton North,527 Nicholson St,3,h,1330000,VB,3.2,3,1,1,314,130,-37.7871,144.9766,Northern Metropolitan
1672,Carlton North,593 Canning St,3,h,1540000,S,3.2,3,1,0,169,130,-37.7821,144.9753,Northern Metropolitan
1673,Carlton North,112 Newry St,4,h,1425000,S,3.2,4,3,0,122,130,-37.7893,144.9696,Northern Metropolitan
1674,Carlton North,122 Richardson St,2,h,1725000,S,3.2,2,1,1,210,130,-37.7844,144.972,Northern Metropolitan
1675,Carlton North,632 Rathdowne St,3,h,1280000,VB,3.2,3,1,0,203,130,-37.7824,144.9733,Northern Metropolitan
1676,Carlton North,989 Drummond St,3,h,2950000,SP,3.2,3,1,2,499,164,-37.7811,144.9715,Northern Metropolitan
1677,Carlton North,700 Rathdowne St,4,h,2175000,S,3.2,3,1,0,418,163,-37.7808,144.9736,Northern Metropolitan
1678,Carlton North,2/872 Drummond St,2,t,765000,S,3.2,2,1,1,1031,130,-37.784,144.9715,Northern Metropolitan
1679,Carlton North,1 Fletcher La,2,h,800000,PI,3.2,2,1,1,73,104,-37.7852,144.9719,Northern Metropolitan
1680,Carlton North,173 MacPherson St,2,h,1301000,S,3.2,2,1,0,133,130,-37.786,144.9704,Northern Metropolitan
1681,Carlton North,967 Drummond St,4,h,2718000,S,3.2,4,2,0,538,142,-37.7816,144.9714,Northern Metropolitan
1682,Carlton North,9/823 Rathdowne St,1,u,468000,S,3.2,1,1,1,861,130,-37.7851,144.9723,Northern Metropolitan
1683,Carlton North,392 Station St,2,h,2400000,S,3.2,1,2,0,413,172,-37.7875,144.9759,Northern Metropolitan
1684,Carlton North,122 Amess St,3,h,2210000,S,3.2,2,2,1,190,130,-37.7847,144.9741,Northern Metropolitan
1685,Carlton North,40 Ogrady St,2,h,1330000,S,3.2,2,1,0,116,130,-37.7904,144.9726,Northern Metropolitan
1686,Carlton North,1018 Drummond St,4,h,2520000,S,3.2,4,2,2,504,168,-37.7805,144.9721,Northern Metropolitan
1687,Carlton North,354 Station St,3,h,1214000,S,3.2,3,3,1,144,130,-37.7885,144.9757,Northern Metropolitan
1688,Carlton North,462 Canning St,3,h,1955000,S,3.2,3,2,1,163,135,-37.786,144.9751,Northern Metropolitan
1689,Carlton North,26/174 Lee St,1,u,390000,S,3.2,1,1,1,0,130,-37.7907,144.9691,Northern Metropolitan
1690,Carlton North,119 Curtain St,1,h,885000,S,3.2,1,1,0,93,130,-37.7888,144.9698,Northern Metropolitan
1691,Carlton North,75 Fenwick St,3,h,2050000,S,3.2,3,2,0,84,148,-37.7879,144.9736,Northern Metropolitan
1692,Carlton North,16 Fenwick St,2,h,910000,S,3.2,3,1,1,100,130,-37.7879,144.9759,Northern Metropolitan
1693,Carlton North,658 Lygon St,2,h,880000,S,3.2,2,1,0,142,130,-37.7911,144.9688,Northern Metropolitan
1694,Carlton North,292 Amess St,4,h,1950000,S,3.2,4,2,2,207,162,-37.7804,144.9748,Northern Metropolitan
1695,Carlton North,167 Richardson St,3,h,1280000,S,3.2,3,1,1,131,130,-37.7846,144.9704,Northern Metropolitan
1696,Carlton North,14/1102 Lygon St,1,u,437000,S,3.2,1,1,1,0,56,-37.7798,144.9707,Northern Metropolitan
1697,Carlton North,984 Lygon St,2,h,1150000,VB,3.2,2,1,2,373,130,-37.7828,144.9702,Northern Metropolitan
1698,Carlton North,4 Mary St,2,u,520000,VB,3.2,2,1,1,0,86,-37.7813,144.9773,Northern Metropolitan
1699,Carlton North,24/635 Drummond St,2,u,570000,S,3.2,2,1,1,0,76,-37.7902,144.97,Northern Metropolitan
1700,Carnegie,1/60 Moonya Rd,3,u,820000,S,11.4,3,1,2,0,96,-37.897,145.0623,Southern Metropolitan
1701,Carnegie,1/70 Truganini Rd,2,t,795000,S,11.4,2,2,1,133,104,-37.8911,145.0539,Southern Metropolitan
1702,Carnegie,2/31 Moonya Rd,2,u,600000,SP,11.4,2,1,1,73,61,-37.897,145.0593,Southern Metropolitan
1703,Carnegie,212 Neerim Rd,3,h,1295000,S,11.4,3,1,2,425,166,-37.8876,145.0502,Southern Metropolitan
1704,Carnegie,218 Neerim Rd,4,h,1275000,S,11.4,4,2,0,365,105,-37.8877,145.0507,Southern Metropolitan
1705,Carnegie,3 Oakleigh Rd,3,h,1620000,S,11.4,3,1,1,808,105,-37.8982,145.0461,Southern Metropolitan
1706,Carnegie,3/13 Emily St,2,u,510000,S,11.4,2,1,1,0,69,-37.8912,145.0644,Southern Metropolitan
1707,Carnegie,3/21 Jersey Pde,1,u,255000,S,11.4,1,1,1,0,105,-37.8875,145.0599,Southern Metropolitan
1708,Carnegie,64 Lyons St,2,h,890000,S,11.4,2,1,1,282,111,-37.8957,145.0528,Southern Metropolitan
1709,Carnegie,8/54 Moonya Rd,1,u,346000,S,11.4,1,1,1,60,48,-37.8965,145.0618,Southern Metropolitan
1710,Carnegie,3/78 Moonya Rd,3,t,860000,SP,11.4,3,2,1,1113,113,-37.8972,145.0642,Southern Metropolitan
1711,Carnegie,1/177 Oakleigh Rd,2,u,586000,S,11.4,2,1,1,898,105,-37.9003,145.0634,Southern Metropolitan
1712,Carnegie,4/5 Anzac St,2,u,772000,S,11.4,2,1,2,0,100,-37.8863,145.066,Southern Metropolitan
1713,Carnegie,42 Margaret St,4,h,1506000,S,11.4,4,2,2,561,204,-37.8934,145.0633,Southern Metropolitan
1714,Carnegie,5/78 Moonya Rd,3,t,675000,PI,11.4,3,2,1,0,107,-37.8972,145.0642,Southern Metropolitan
1715,Carnegie,4/314 Neerim Rd,2,u,525000,SP,11.4,2,1,2,0,67,-37.8893,145.0589,Southern Metropolitan
1716,Carnegie,3/9 Poplar Gr,1,u,290000,S,11.4,1,1,1,0,50,-37.8858,145.0632,Southern Metropolitan
1717,Carnegie,5/66 Woornack Rd,1,u,363000,S,11.4,1,1,1,0,105,-37.8982,145.0625,Southern Metropolitan
1718,Carnegie,4/12 Judith St,2,u,360000,VB,11.4,2,1,1,0,70,-37.9032,145.0555,Southern Metropolitan
1719,Carnegie,68 Miller St,2,h,967500,S,11.4,3,1,2,299,115,-37.8973,145.053,Southern Metropolitan
1720,Carnegie,254 Neerim Rd,2,h,1350000,VB,11.4,1,2,2,265,105,-37.8881,145.0537,Southern Metropolitan
1721,Carnegie,4/76 Railway Rd,2,u,516000,S,11.4,2,1,1,0,105,-37.889,145.0533,Southern Metropolitan
1722,Carnegie,1/78 Railway Rd,1,u,330000,S,11.4,1,1,1,0,33,-37.8888,145.0533,Southern Metropolitan
1723,Carnegie,1 Frogmore Rd,3,h,1600000,S,11.4,4,2,2,751,40,-37.8945,145.0648,Southern Metropolitan
1724,Carnegie,63 Oakleigh Rd,3,h,1170000,S,11.4,2,1,2,461,105,-37.8988,145.0516,Southern Metropolitan
1725,Carnegie,10/68 Woornack Rd,1,u,260000,VB,11.4,1,1,1,0,105,-37.8983,145.0627,Southern Metropolitan
1726,Carnegie,78b Miller St,3,u,1008000,S,11.4,3,2,1,300,130,-37.8974,145.0539,Southern Metropolitan
1727,Carnegie,4/62 Moonya Rd,2,u,625000,S,11.4,2,1,1,78,105,-37.8967,145.0627,Southern Metropolitan
1728,Carnegie,12/250 Neerim Rd,2,t,700000,SP,11.4,2,2,1,106,105,-37.8881,145.0535,Southern Metropolitan
1729,Carnegie,3/35 Moonya Rd,2,u,545000,PI,11.4,2,1,1,109,105,-37.8971,145.0597,Southern Metropolitan
1730,Carnegie,1/38 Neville St,3,u,1170000,S,11.4,3,1,2,0,170,-37.8977,145.0493,Southern Metropolitan
1731,Carnegie,4 Vine Gr,4,h,1830000,S,11.4,3,2,2,687,237,-37.8931,145.0479,Southern Metropolitan
1732,Carnegie,12/66 Woornack Rd,1,u,250000,PI,11.4,1,1,1,0,34,-37.8982,145.0625,Southern Metropolitan
1733,Carnegie,2/33 Oakleigh Rd,2,t,930000,S,11.4,2,2,1,166,170,-37.8982,145.0488,Southern Metropolitan
1734,Carnegie,2/22 Kokaribb Rd,2,u,465000,S,11.4,2,1,1,0,56,-37.8881,145.0558,Southern Metropolitan
1735,Carnegie,14 Emily St,3,h,1646000,S,11.4,3,2,2,721,105,-37.8909,145.0648,Southern Metropolitan
1736,Carnegie,19/225 Koornang Rd,2,u,460000,VB,11.4,2,1,1,0,105,-37.8936,145.056,Southern Metropolitan
1737,Carnegie,90 Truganini Rd,4,h,1550000,VB,11.4,4,2,2,757,133,-37.8925,145.0541,Southern Metropolitan
1738,Carnegie,2/25 El Nido Gr,2,t,707000,SA,11.4,2,1,1,144,96,-37.892,145.0482,Southern Metropolitan
1739,Carnegie,4/299 Koornang Rd,2,u,804000,S,11.4,2,2,1,0,86,-37.9,145.0548,Southern Metropolitan
1740,Carnegie,52 Emily St,3,h,1200000,S,11.4,3,2,1,588,105,-37.8937,145.0648,Southern Metropolitan
1741,Carnegie,6 Longstaff St,4,h,1501000,S,11.4,3,2,1,598,201,-37.9037,145.0588,Southern Metropolitan
1742,Carnegie,215 Neerim Rd,3,h,950000,VB,11.4,3,1,1,586,105,-37.888,145.0505,Southern Metropolitan
1743,Carnegie,1/108 Truganini Rd,3,t,970000,PI,11.4,3,2,2,325,223,-37.8933,145.0546,Southern Metropolitan
1744,Carnegie,8/48 Moonya Rd,1,u,345000,S,11.4,1,1,1,0,105,-37.8968,145.0609,Southern Metropolitan
1745,Carnegie,25 Arawatta St,2,h,817500,S,11.4,2,1,1,211,102,-37.8856,145.0599,Southern Metropolitan
1746,Carnegie,48 Lyons St,4,h,1450000,PI,11.4,4,2,2,557,200,-37.8955,145.0515,Southern Metropolitan
1747,Carnegie,51 Mimosa Rd,3,h,1000000,PI,11.4,3,2,1,390,105,-37.8905,145.0518,Southern Metropolitan
1748,Carnegie,2/79 Mimosa Rd,2,t,855000,S,11.4,2,1,1,158,106,-37.8886,145.052,Southern Metropolitan
1749,Carnegie,2/61 Moonya Rd,2,h,675000,S,11.4,2,1,1,0,90,-37.8973,145.0625,Southern Metropolitan
1750,Carnegie,4/39 Kokaribb Rd,2,u,588000,SP,11.4,2,1,1,133,71,-37.89,145.0559,Southern Metropolitan
1751,Carnegie,1/60 Mimosa Rd,2,u,455000,S,11.4,2,1,1,0,73,-37.8897,145.0524,Southern Metropolitan
1752,Carnegie,9/314 Neerim Rd,3,u,602500,S,11.4,3,1,2,0,105,-37.8893,145.0589,Southern Metropolitan
1753,Carnegie,10/81 Koornang Rd,2,u,662000,S,11.4,4,2,1,0,105,-37.8873,145.0572,Southern Metropolitan
1754,Carnegie,33 McLaurin Rd,3,h,1420000,S,11.4,3,2,2,554,105,-37.8934,145.0599,Southern Metropolitan
1755,Carnegie,2/59 Moonya Rd,3,u,920000,SP,11.4,3,2,1,283,250,-37.8974,145.0622,Southern Metropolitan
1756,Carnegie,35 Hunter St,3,h,1287000,S,11.4,3,1,1,620,105,-37.9031,145.0578,Southern Metropolitan
1757,Carnegie,1/12 Kokaribb Rd,2,u,656000,S,11.4,2,1,1,103,82,-37.8873,145.0559,Southern Metropolitan
1758,Carnegie,2 Kokaribb Rd,2,h,930000,S,11.4,2,1,1,264,110,-37.8864,145.0561,Southern Metropolitan
1759,Carnegie,2/11 Maroona Rd,2,u,415000,S,11.4,2,1,1,0,64,-37.8889,145.048,Southern Metropolitan
1760,Carnegie,5/60 Woornack Rd,2,u,650000,S,11.4,2,1,1,174,80,-37.8978,145.062,Southern Metropolitan
1761,Carnegie,1/3 Coorigil Rd,3,h,1360000,S,11.4,3,2,2,282,182,-37.8953,145.0567,Southern Metropolitan
1762,Carnegie,9/45 Coorigil Rd,2,u,380000,SP,11.4,2,1,1,0,105,-37.8957,145.0599,Southern Metropolitan
1763,Carnegie,2/300 Koornang Rd,2,u,765000,S,11.4,2,1,1,134,105,-37.8987,145.0557,Southern Metropolitan
1764,Carnegie,53 Moonya Rd,4,h,1423000,S,11.4,4,3,4,838,105,-37.8972,145.0617,Southern Metropolitan
1765,Carnegie,27 Morgan St,5,h,1900000,PI,11.4,5,3,1,564,105,-37.8957,145.0487,Southern Metropolitan
1766,Carnegie,2 Poplar Gr,2,h,907000,S,11.4,2,1,2,316,2,-37.8854,145.0636,Southern Metropolitan
1767,Carnegie,10/12 St Huberts Rd,1,u,350000,S,11.4,1,1,1,0,53,-37.8894,145.0508,Southern Metropolitan
1768,Carnegie,39 Elimatta Rd,3,h,1430000,S,11.4,3,2,2,603,166,-37.9023,145.0568,Southern Metropolitan
1769,Carnegie,16a Blackwood St,2,u,983500,S,11.4,2,1,1,333,105,-37.8867,145.0653,Southern Metropolitan
1770,Carnegie,21 Edgewood St,3,h,1490000,S,11.4,3,2,1,371,167,-37.8871,145.052,Southern Metropolitan
1771,Carnegie,9/81 Koornang Rd,2,u,572000,S,11.4,2,2,1,0,105,-37.8873,145.0572,Southern Metropolitan
1772,Carnegie,33b Emily St,3,h,990000,S,11.4,3,2,2,0,105,-37.8927,145.0644,Southern Metropolitan
1773,Carnegie,1/52 Neville St,4,t,1100000,S,11.4,4,3,2,305,105,-37.8978,145.0506,Southern Metropolitan
1774,Carnegie,76 Oakleigh Rd,3,h,1125000,PI,11.4,3,1,1,604,120,-37.8993,145.0528,Southern Metropolitan
1775,Carnegie,2/47 Coorigil Rd,2,u,601000,S,11.4,2,1,1,132,105,-37.8959,145.06,Southern Metropolitan
1776,Carnegie,68 Leila Rd,4,h,1410000,PI,11.4,4,3,3,650,105,-37.9011,145.051,Southern Metropolitan
1777,Carnegie,1/15 Rosstown Rd,2,u,405000,PI,11.4,2,1,1,967,72,-37.8843,145.0531,Southern Metropolitan
1778,Carnegie,73 Truganini Rd,4,h,1655000,PI,11.4,4,2,2,595,221,-37.8916,145.0543,Southern Metropolitan
1779,Carnegie,83 Truganini Rd,3,h,1910000,S,11.4,3,1,1,720,105,-37.8922,145.0544,Southern Metropolitan
1780,Carnegie,3/16 Yendon Rd,3,t,808000,S,11.4,3,1,1,111,116,-37.8889,145.0495,Southern Metropolitan
1781,Carnegie,8 Yendon Rd,3,h,1252000,S,11.4,3,1,1,376,105,-37.8896,145.0492,Southern Metropolitan
1782,Carnegie,14/82 Coorigil Rd,2,u,370000,VB,11.4,2,1,1,0,68,-37.8959,145.0639,Southern Metropolitan
1783,Carnegie,22 Neville St,4,h,1880000,S,11.4,3,2,3,932,270,-37.8975,145.0478,Southern Metropolitan
1784,Carnegie,86 Neville St,2,h,896000,S,11.4,2,1,2,543,544,-37.898,145.0528,Southern Metropolitan
1785,Carnegie,48 Blackwood St,5,h,1802100,S,11.4,4,2,2,366,105,-37.8868,145.0625,Southern Metropolitan
1786,Carnegie,5/35 Moonya Rd,2,u,585000,S,11.4,2,1,1,108,67,-37.8973,145.0596,Southern Metropolitan
1787,Carnegie,5/102 Oakleigh Rd,2,u,450000,S,11.4,2,1,1,0,72,-37.8999,145.0575,Southern Metropolitan
1788,Carnegie,2/94 Truganini Rd,2,u,737000,S,11.4,2,1,1,165,105,-37.8927,145.0539,Southern Metropolitan
1789,Carnegie,3/64 Woornack Rd,3,t,860000,S,11.4,3,1,2,277,135,-37.8978,145.0624,Southern Metropolitan
1790,Carnegie,1/58 Coorigil Rd,2,u,605000,S,11.4,2,1,1,0,70,-37.8956,145.0613,Southern Metropolitan
1791,Carnegie,14 Margaret St,2,h,1300000,S,11.4,2,1,1,640,105,-37.891,145.0636,Southern Metropolitan
1792,Carnegie,44 Blackwood St,4,h,1518000,S,11.4,3,3,2,454,275,-37.8869,145.0628,Southern Metropolitan
1793,Carnegie,5/33 Gnarwyn Rd,2,u,632500,S,11.4,2,1,1,99,98,-37.8946,145.0588,Southern Metropolitan
1794,Carnegie,6/7 Judd St,2,u,435000,S,11.4,2,1,1,0,60,-37.8986,145.0567,Southern Metropolitan
1795,Carnegie,15/225 Koornang Rd,2,u,468250,S,11.4,2,1,1,912,75,-37.8936,145.056,Southern Metropolitan
1796,Carnegie,26 Leila Rd,3,h,1716000,S,11.4,2,2,1,817,130,-37.9007,145.047,Southern Metropolitan
1797,Carnegie,10/8 Anzac St,1,u,270000,S,11.4,1,1,1,0,105,-37.886,145.0659,Southern Metropolitan
1798,Carnegie,3/9 Maroona Rd,1,u,365000,S,11.4,1,1,1,0,48,-37.8887,145.048,Southern Metropolitan
1799,Carnegie,3/12 St Huberts Rd,1,u,340000,S,11.4,1,1,1,0,105,-37.8894,145.0508,Southern Metropolitan
1800,Caulfield,6/5 Freeman St,2,u,722500,S,8.9,2,1,1,0,100,-37.8865,145.0302,Southern Metropolitan
1801,Caulfield,18 Ash Gr,4,t,1600000,SP,8.9,4,3,2,812,99,-37.8864,145.0326,Southern Metropolitan
1802,Caulfield,190 Kambrook Rd,5,h,1665000,S,8.9,5,2,2,593,99,-37.8849,145.0341,Southern Metropolitan
1803,Caulfield,2/19 Ash Gr,1,u,323000,S,8.9,1,1,1,820,99,-37.8866,145.0322,Southern Metropolitan
1804,Caulfield,4/14 Briggs St,2,u,550000,VB,8.9,2,1,1,806,78,-37.8852,145.024,Southern Metropolitan
1805,Caulfield,103/677 Glen Huntly Rd,2,u,638000,SP,8.9,2,2,1,0,99,-37.8862,145.0175,Southern Metropolitan
1806,Caulfield,30 Pyne St,4,h,131000,PI,8.9,4,1,2,499,155,-37.8864,145.0242,Southern Metropolitan
1807,Caulfield,3/97 Murray St,3,h,1090000,S,8.9,2,1,2,275,99,-37.885,145.0189,Southern Metropolitan
1808,Caulfield North,14 Arthur St,3,h,1365000,S,8.1,3,1,0,513,86.5,-37.8678,145.027,Southern Metropolitan
1809,Caulfield North,452 Dandenong Rd,3,h,1750000,S,8.1,3,2,2,692,313,-37.8629,145.019,Southern Metropolitan
1810,Caulfield North,12/378 Dandenong Rd,2,u,580000,SP,8.1,2,1,1,934,68,-37.8607,145.0116,Southern Metropolitan
1811,Caulfield North,25 Malvern Gr,3,h,2005000,PI,8.1,4,2,3,361,237,-37.8694,145.0296,Southern Metropolitan
1812,Caulfield North,5/698 Inkerman Rd,2,u,523000,SP,8.1,2,1,1,0,86.5,-37.8694,145.0246,Southern Metropolitan
1813,Caulfield North,9/400 Dandenong Rd,2,u,420000,VB,8.1,2,1,1,0,56,-37.861,145.0136,Southern Metropolitan
1814,Caulfield North,8/359 Balaclava Rd,1,u,290000,VB,8.1,1,1,1,952,43,-37.8744,145.0371,Southern Metropolitan
1815,Caulfield North,3/374 Dandenong Rd,2,u,608000,SP,8.1,2,1,1,0,86.5,-37.8607,145.0112,Southern Metropolitan
1816,Caulfield North,9/370 Orrong Rd,2,u,570000,S,8.1,2,1,1,0,67,-37.8625,145.0103,Southern Metropolitan
1817,Caulfield North,7/19 Hawthorn Rd,2,u,520500,S,8.1,2,1,1,0,86.5,-37.8681,145.0258,Southern Metropolitan
1818,Caulfield North,11 Arthur St,3,h,1400000,SP,8.1,3,1,0,270,139,-37.868,145.0269,Southern Metropolitan
1819,Caulfield North,28 Wanda Rd,4,h,2830000,S,8.1,4,2,2,723,86.5,-37.8672,145.0225,Southern Metropolitan
1820,Caulfield North,13/378 Dandenong Rd,2,u,722000,SP,8.1,2,2,2,0,86.5,-37.8607,145.0116,Southern Metropolitan
1821,Caulfield North,15/496 Dandenong Rd,2,u,450000,S,8.1,2,1,1,1092,63,-37.8647,145.0232,Southern Metropolitan
1822,Caulfield North,7 Cambridge St,3,h,1870000,S,8.1,3,2,1,339,86.5,-37.8622,145.0112,Southern Metropolitan
1823,Caulfield North,6/378 Dandenong Rd,2,u,622000,PI,8.1,2,2,1,934,86.5,-37.8607,145.0116,Southern Metropolitan
1824,Caulfield North,1/13 Narong Rd,2,u,536000,S,8.1,2,1,1,771,82,-37.8686,145.0239,Southern Metropolitan
1825,Caulfield North,127 Normanby Rd,4,h,2625000,S,8.1,4,2,3,836,86.5,-37.8696,145.0323,Southern Metropolitan
1826,Caulfield North,1/355 Alma Rd,2,u,570000,S,8.1,2,1,2,0,86.5,-37.8652,145.0198,Southern Metropolitan
1827,Caulfield North,3/388 Dandenong Rd,2,u,550000,VB,8.1,2,1,1,0,67,-37.8609,145.0126,Southern Metropolitan
1828,Caulfield North,123 Normanby Rd,4,h,2170000,S,8.1,4,2,1,810,215,-37.8698,145.0325,Southern Metropolitan
1829,Caulfield South,26 Flowers St,3,h,1577500,S,9.3,3,2,2,357,144,-37.8896,145.0307,Southern Metropolitan
1830,Caulfield South,5 Alder St,3,h,1460000,S,9.3,3,1,2,451,121,-37.8874,145.019,Southern Metropolitan
1831,Caulfield South,10/468 Kooyong Rd,1,u,275500,PI,9.3,1,1,1,0,44,-37.8961,145.0132,Southern Metropolitan
1832,Caulfield South,15 Dover St,2,h,1065000,S,9.3,2,1,1,273,114,-37.895,145.022,Southern Metropolitan
1833,Caulfield South,9 Filbert St,3,h,1470000,S,9.3,3,2,2,296,129,-37.8906,145.0224,Southern Metropolitan
1834,Caulfield South,1 Rotorua St,2,h,1012000,S,9.3,2,1,1,0,129,-37.9002,145.027,Southern Metropolitan
1835,Caulfield South,4/21 Gardenvale Rd,3,u,599000,S,9.3,3,1,1,88,100,-37.8997,145.0168,Southern Metropolitan
1836,Caulfield South,303 Bambra Rd,3,h,1160500,S,9.3,3,2,1,358,129,-37.8965,145.0269,Southern Metropolitan
1837,Caulfield South,11/8 Bealiba Rd,2,u,650000,VB,9.3,2,1,1,100,129,-37.8912,145.0289,Southern Metropolitan
1838,Caulfield South,80 Sycamore St,3,h,1170000,S,9.3,3,1,1,359,120,-37.8898,145.0196,Southern Metropolitan
1839,Caulfield South,5 Filbert St,3,h,1314000,S,9.3,3,1,2,339,129,-37.8906,145.0221,Southern Metropolitan
1840,Caulfield South,1/2 Griffiths St,4,t,1030000,VB,9.3,4,2,2,216,165,-37.8887,145.0318,Southern Metropolitan
1841,Caulfield South,7A Alfada St,2,h,1225000,S,9.3,2,1,2,284,99,-37.8958,145.0215,Southern Metropolitan
1842,Caulfield South,22 Sycamore St,3,h,1450000,S,9.3,2,2,1,478,120,-37.8893,145.0161,Southern Metropolitan
1843,Caulfield South,8 Lygon St,4,h,1774500,S,9.3,4,2,2,575,256,-37.8993,145.0254,Southern Metropolitan
1844,Caulfield South,1/19 Trevascus St,2,u,525500,S,9.3,2,1,1,831,80,-37.8974,145.0294,Southern Metropolitan
1845,Caulfield South,28 Ellington St,4,h,1960000,PI,9.3,5,3,4,708,129,-37.8923,145.0177,Southern Metropolitan
1846,Caulfield South,23 Lygon St,2,h,825000,S,9.3,2,1,1,367,85,-37.8995,145.0241,Southern Metropolitan
1847,Caulfield South,136 Sycamore St,2,h,1262000,S,9.3,4,2,2,464,272,-37.8901,145.0224,Southern Metropolitan
1848,Caulfield South,5 Field St,3,u,1110000,S,9.3,3,2,1,299,129,-37.8891,145.0294,Southern Metropolitan
1849,Caulfield South,48A Jupiter St,4,t,1410000,S,9.3,4,2,3,342,129,-37.8957,145.0196,Southern Metropolitan
1850,Caulfield South,147 Booran Rd,3,h,1303500,S,9.3,3,1,2,699,129,-37.8936,145.0366,Southern Metropolitan
1851,Caulfield South,18b Marara Rd,2,h,1115000,S,9.3,2,1,1,402,129,-37.8967,145.0313,Southern Metropolitan
1852,Caulfield South,89 Clarence St,2,h,1340000,S,9.3,2,1,1,505,117,-37.8928,145.0149,Southern Metropolitan
1853,Caulfield South,393 North Rd,3,h,1200000,S,9.3,3,2,2,494,135,-37.9027,145.0322,Southern Metropolitan
1854,Caulfield South,5 Sycamore St,3,h,1570000,S,9.3,3,1,2,520,129,-37.8889,145.0151,Southern Metropolitan
1855,Caulfield South,30 Cedar St,2,h,1001000,S,9.3,2,2,1,255,85,-37.8887,145.0207,Southern Metropolitan
1856,Caulfield South,42 Poplar St,3,h,1330000,S,9.3,3,1,1,312,123,-37.8893,145.0196,Southern Metropolitan
1857,Caulfield South,5/27 Venus St,1,u,290000,VB,9.3,1,1,1,0,129,-37.8943,145.0145,Southern Metropolitan
1858,Caulfield South,245 Booran Rd,4,h,1570000,S,9.3,3,2,2,641,215,-37.9012,145.035,Southern Metropolitan
1859,Caulfield South,364 Kooyong Rd,4,h,1916000,S,9.3,4,2,2,630,205,-37.8894,145.0145,Southern Metropolitan
1860,Caulfield South,3/21 Gardenvale Rd,2,u,500000,VB,9.3,2,1,1,90,129,-37.8996,145.0169,Southern Metropolitan
1861,Chadstone,3/10 Euroka St,3,t,752000,S,13.6,3,2,1,182,115,-37.8786,145.1015,Southern Metropolitan
1862,Chadstone,16 Moroney Dr,4,h,1507000,S,13.6,4,2,2,600,115,-37.8891,145.1002,Southern Metropolitan
1863,Chadstone,8B Moorong St,4,h,890000,VB,13.6,4,3,2,288,158,-37.8801,145.1051,Southern Metropolitan
1864,Chadstone,2/44 Railway Pde S,3,u,700000,S,13.6,2,2,1,224,94,-37.8738,145.1054,Southern Metropolitan
1865,Chadstone,23 Thurloo St,3,h,1000000,S,13.6,3,1,2,606,115,-37.8784,145.0958,Southern Metropolitan
1866,Chadstone,2/4 Lenna Ct,3,t,865000,S,13.6,3,2,2,277,143,-37.8796,145.1044,Southern Metropolitan
1867,Chadstone,2/12 Moorong St,4,t,1042500,S,13.6,4,3,2,209,160,-37.8805,145.105,Southern Metropolitan
1868,Chadstone,5 Bullarto St,2,h,1002000,S,13.6,2,1,1,585,97,-37.8792,145.0948,Southern Metropolitan
1869,Chadstone,15 Aloomba St,3,h,992000,S,13.6,3,1,2,586,115,-37.8805,145.0978,Southern Metropolitan
1870,Chadstone,4/5 Rae St,3,h,650000,PI,13.6,3,2,2,160,101,-37.8859,145.0934,Southern Metropolitan
1871,Chadstone,1/19 Warrina St,4,t,965000,SP,13.6,4,3,2,273,182,-37.8742,145.105,Southern Metropolitan
1872,Chadstone,3 Yambie La,3,h,920000,PI,13.6,4,2,2,515,115,-37.8837,145.106,Southern Metropolitan
1873,Chadstone,7 Inga Ct,3,h,1301000,S,13.6,3,1,2,620,88,-37.8812,145.105,Southern Metropolitan
1874,Chadstone,2 Fitzroy Gr,4,h,1415500,S,13.6,3,2,1,1033,164,-37.8738,145.1095,Southern Metropolitan
